sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,source_order_id
1787,157,1,3772,6,259,DO_0000368024
1788,157,1,3808,6,259,DO_0000368024
1789,158,1,1005,1,259,DO_0000368114
1790,158,1,1016,1,259,DO_0000368114
1791,158,1,2039,1,259,DO_0000368114
1792,158,1,2102,1,259,DO_0000368114
1793,158,1,3088,3,259,DO_0000368114
1794,158,1,3102,3,259,DO_0000368114
1795,158,1,3104,5,259,DO_0000368114
1796,158,1,3134,3,259,DO_0000368114
1797,161,1,1979,1,259,DO_0000368618
1798,162,1,2177,3,259,DO_0000368636
1799,164,1,2040,5,259,DO_0000368779
1800,164,1,2177,3,259,DO_0000368779
1801,164,1,3065,10,259,DO_0000368779
1802,164,1,3146,3,259,DO_0000368779
1803,164,1,3169,8,259,DO_0000368779
1804,164,1,3285,8,259,DO_0000368779
1805,169,1,13,1,259,DO_0000368997
1806,169,1,2161,4,259,DO_0000368997
1807,169,1,2176,1,259,DO_0000368997
1808,169,1,2229,1,259,DO_0000368997
1809,169,1,2230,1,259,DO_0000368997
1810,169,1,2271,1,259,DO_0000368997
1811,169,1,2414,2,259,DO_0000368997
1812,169,1,2437,1,259,DO_0000368997
1813,169,1,3102,3,259,DO_0000368997
1814,169,1,3596,1,259,DO_0000368997
1815,171,1,3267,1,259,DO_0000369617
1816,176,1,2273,3,259,DO_0000370156
1817,176,1,2273,9,259,DO_0000370156
1818,176,1,2419,12,259,DO_0000370156
1819,177,1,362,12,259,DO_0000370220
1820,177,1,1995,3,259,DO_0000370220
1821,177,1,2120,1,259,DO_0000370220
1822,177,1,2170,1,259,DO_0000370220
1823,177,1,2180,1,259,DO_0000370220
1824,177,1,3121,4,259,DO_0000370220
1825,177,1,3653,12,259,DO_0000370220
1826,179,1,147,24,259,DO_0000370269
1827,180,1,30,6,259,DO_0000370282
1828,180,1,296,6,259,DO_0000370282
1829,180,1,329,6,259,DO_0000370282
1830,180,1,2148,1,259,DO_0000370282
1831,180,1,2181,1,259,DO_0000370282
1832,180,1,2272,3,259,DO_0000370282
1833,180,1,2276,2,259,DO_0000370282
1834,180,1,2788,1,259,DO_0000370282
1835,180,1,3033,1,259,DO_0000370282
1836,174,1,631,1,260,DO_0000369997
1837,174,1,1977,1,260,DO_0000369997
1838,174,1,1983,2,260,DO_0000369997
1839,174,1,2102,2,260,DO_0000369997
1840,174,1,2244,2,260,DO_0000369997
1841,174,1,2297,1,260,DO_0000369997
1842,174,1,2324,1,260,DO_0000369997
1843,174,1,2325,1,260,DO_0000369997
1844,174,1,2326,1,260,DO_0000369997
1845,174,1,2376,1,260,DO_0000369997
1846,174,1,2422,1,260,DO_0000369997
1847,174,1,2654,1,260,DO_0000369997
1848,181,1,2003,1,260,DO_0000370307
1849,181,1,2383,1,260,DO_0000370307
1850,181,1,2402,1,260,DO_0000370307
1851,181,1,2403,1,260,DO_0000370307
1852,181,1,2430,1,260,DO_0000370307
1853,181,1,2745,1,260,DO_0000370307
1854,181,1,3026,1,260,DO_0000370307
1855,181,1,3221,1,260,DO_0000370307
1856,181,1,3655,6,260,DO_0000370307
1857,182,1,95,3,260,DO_0000370311
1858,182,1,104,12,260,DO_0000370311
1859,182,1,651,4,260,DO_0000370311
1860,182,1,932,4,260,DO_0000370311
1861,182,1,3742,3,260,DO_0000370311
1862,182,1,4007,2,260,DO_0000370311
1863,183,1,108,3,260,DO_0000370312
1864,183,1,306,4,260,DO_0000370312
1865,183,1,329,6,260,DO_0000370312
1866,183,1,2482,1,260,DO_0000370312
1867,183,1,3136,3,260,DO_0000370312
1868,183,1,3158,5,260,DO_0000370312
1869,183,1,3185,4,260,DO_0000370312
1870,183,1,3757,3,260,DO_0000370312
1871,183,1,3771,3,260,DO_0000370312
1872,184,1,790,2,260,DO_0000370313
1873,184,1,1984,1,260,DO_0000370313
1874,184,1,2016,2,260,DO_0000370313
1875,184,1,2210,1,260,DO_0000370313
1876,184,1,2419,2,260,DO_0000370313
1877,184,1,2832,1,260,DO_0000370313
1878,184,1,2832,2,260,DO_0000370313
1879,184,1,2964,1,260,DO_0000370313
1880,184,1,3121,4,260,DO_0000370313
1881,184,1,3146,3,260,DO_0000370313
1882,184,1,3998,2,260,DO_0000370313
1883,185,1,2190,3,260,DO_0000370316
1884,185,1,2210,3,260,DO_0000370316
1885,185,1,2234,1,260,DO_0000370316
1886,185,1,2426,3,260,DO_0000370316
1887,185,1,2588,1,260,DO_0000370316
1888,185,1,3103,6,260,DO_0000370316
1889,185,1,3146,6,260,DO_0000370316
1890,185,1,3172,6,260,DO_0000370316
1891,185,1,3227,1,260,DO_0000370316
1892,186,1,2248,1,260,DO_0000370319
1893,186,1,2274,1,260,DO_0000370319
1894,186,1,2276,1,260,DO_0000370319
1895,186,1,2700,1,260,DO_0000370319
1896,186,1,2750,1,260,DO_0000370319
1897,186,1,3090,3,260,DO_0000370319
1898,186,1,3091,2,260,DO_0000370319
1899,186,1,3092,2,260,DO_0000370319
1900,187,1,888,2,260,DO_0000370324
1901,187,1,2213,1,260,DO_0000370324
1902,187,1,2219,1,260,DO_0000370324
1903,187,1,2224,2,260,DO_0000370324
1904,187,1,2423,1,260,DO_0000370324
1905,187,1,3065,5,260,DO_0000370324
1906,187,1,3122,3,260,DO_0000370324
1907,187,1,3142,5,260,DO_0000370324
1908,187,1,3146,3,260,DO_0000370324
1909,187,1,3152,5,260,DO_0000370324
1910,187,1,3157,5,260,DO_0000370324
1911,187,1,3162,5,260,DO_0000370324
1912,187,1,3170,5,260,DO_0000370324
1913,187,1,3172,3,260,DO_0000370324
1914,188,1,2324,1,260,DO_0000370330
1915,188,1,3146,3,260,DO_0000370330
1916,188,1,3285,2,260,DO_0000370330
1917,188,1,3394,1,260,DO_0000370330
1918,188,1,3489,1,260,DO_0000370330
1919,189,1,984,3,260,DO_0000370333
1920,189,1,989,3,260,DO_0000370333
1921,189,1,991,3,260,DO_0000370333
1922,189,1,4015,6,260,DO_0000370333
1923,189,1,4016,6,260,DO_0000370333
1924,190,1,3535,1,260,DO_0000370335
1925,190,1,3871,12,260,DO_0000370335
1926,190,1,4033,2,260,DO_0000370335
1927,191,1,2968,7,260,DO_0000370356
1928,192,1,1587,7,260,DO_0000370364
1929,193,1,181,1,260,DO_0000370366
1930,193,1,2248,1,260,DO_0000370366
1931,193,1,3043,3,260,DO_0000370366
1932,193,1,3146,6,260,DO_0000370366
1933,193,1,3696,6,260,DO_0000370366
1934,193,1,3806,6,260,DO_0000370366
1935,196,1,181,1,260,DO_0000370398
1936,197,1,2045,1,260,DO_0000370399
1937,197,1,2230,1,260,DO_0000370399
1938,197,1,3227,2,260,DO_0000370399
1939,198,1,248,8,260,DO_0000370404
1940,198,1,260,8,260,DO_0000370404
1941,198,1,2123,2,260,DO_0000370404
1942,198,1,2127,2,260,DO_0000370404
1943,198,1,2489,1,260,DO_0000370404
1944,198,1,3688,2,260,DO_0000370404
1945,198,1,3688,4,260,DO_0000370404
1946,198,1,3696,3,260,DO_0000370404
1947,198,1,3697,3,260,DO_0000370404
1948,198,1,3698,6,260,DO_0000370404
1949,198,1,3699,3,260,DO_0000370404
1950,199,1,1979,1,260,DO_0000370409
1951,199,1,2009,1,260,DO_0000370409
1952,199,1,2102,1,260,DO_0000370409
1953,199,1,2180,3,260,DO_0000370409
1954,199,1,2369,1,260,DO_0000370409
1955,199,1,2618,1,260,DO_0000370409
1956,199,1,2723,2,260,DO_0000370409
1957,200,1,30,24,260,DO_0000370414
1958,201,1,181,1,260,DO_0000370420
1959,201,1,2230,5,260,DO_0000370420
1960,201,1,2415,2,260,DO_0000370420
1961,201,1,3124,10,260,DO_0000370420
1962,202,1,5,12,260,DO_0000370421
1963,202,1,323,12,260,DO_0000370421
1964,202,1,2026,2,260,DO_0000370421
1965,202,1,2153,1,260,DO_0000370421
1966,202,1,2208,1,260,DO_0000370421
1967,202,1,2220,2,260,DO_0000370421
1968,202,1,2286,1,260,DO_0000370421
1969,202,1,2324,1,260,DO_0000370421
1970,202,1,2331,1,260,DO_0000370421
1971,202,1,2350,1,260,DO_0000370421
1972,202,1,2439,2,260,DO_0000370421
1973,202,1,3668,6,260,DO_0000370421
1974,203,1,3124,10,260,DO_0000370431
1975,203,1,3167,10,260,DO_0000370431
1976,204,1,2265,1,260,DO_0000370434
1977,204,1,2297,1,260,DO_0000370434
1978,204,1,2414,1,260,DO_0000370434
1979,204,1,3749,3,260,DO_0000370434
1980,204,1,3762,3,260,DO_0000370434
1981,205,1,503,1,260,DO_0000370436
1982,205,1,579,2,260,DO_0000370436
1983,205,1,790,2,260,DO_0000370436
1984,205,1,2122,2,260,DO_0000370436
1985,205,1,2123,2,260,DO_0000370436
1986,205,1,2127,2,260,DO_0000370436
1987,205,1,2833,2,260,DO_0000370436
1988,194,1,3801,3,261,DO_0000370387
1989,195,1,181,1,261,DO_0000370390
1990,195,1,268,6,261,DO_0000370390
1991,195,1,2231,1,261,DO_0000370390
1992,195,1,2376,1,261,DO_0000370390
1993,195,1,2419,1,261,DO_0000370390
1994,206,1,2230,4,261,DO_0000370447
1995,206,1,2426,1,261,DO_0000370447
1996,206,1,3077,6,261,DO_0000370447
1997,206,1,3140,6,261,DO_0000370447
1998,206,1,3146,6,261,DO_0000370447
1999,206,1,3386,2,261,DO_0000370447
2000,206,1,3518,1,261,DO_0000370447
2001,206,1,3655,6,261,DO_0000370447
2002,206,1,3656,6,261,DO_0000370447
2003,206,1,3666,6,261,DO_0000370447
2004,206,1,3684,3,261,DO_0000370447
2005,206,1,3729,3,261,DO_0000370447
2006,206,1,3809,3,261,DO_0000370447
2007,207,1,5,6,261,DO_0000370448
2008,207,1,260,4,261,DO_0000370448
2009,207,1,2120,1,261,DO_0000370448
2010,207,1,2317,1,261,DO_0000370448
2011,207,1,2414,1,261,DO_0000370448
2012,207,1,2490,1,261,DO_0000370448
2013,207,1,3092,2,261,DO_0000370448
2014,207,1,3093,3,261,DO_0000370448
2015,207,1,3287,1,261,DO_0000370448
2016,207,1,3652,6,261,DO_0000370448
2017,207,1,3809,3,261,DO_0000370448
2018,208,1,1979,1,261,DO_0000370451
2019,208,1,2014,1,261,DO_0000370451
2020,208,1,2057,1,261,DO_0000370451
2021,208,1,2138,1,261,DO_0000370451
2022,208,1,2177,2,261,DO_0000370451
2023,208,1,2184,1,261,DO_0000370451
2024,208,1,2201,2,261,DO_0000370451
2025,208,1,2230,2,261,DO_0000370451
2026,208,1,2310,1,261,DO_0000370451
2027,208,1,2311,1,261,DO_0000370451
2028,208,1,2384,1,261,DO_0000370451
2029,208,1,2413,1,261,DO_0000370451
2030,208,1,2414,1,261,DO_0000370451
2031,208,1,2537,1,261,DO_0000370451
2032,209,1,331,6,261,DO_0000370456
2033,209,1,2008,1,261,DO_0000370456
2034,209,1,2040,1,261,DO_0000370456
2035,209,1,2131,1,261,DO_0000370456
2036,209,1,2230,1,261,DO_0000370456
2037,209,1,2264,1,261,DO_0000370456
2038,209,1,2271,1,261,DO_0000370456
2039,209,1,2588,1,261,DO_0000370456
2040,209,1,2592,1,261,DO_0000370456
2041,209,1,3146,6,261,DO_0000370456
2042,209,1,3172,6,261,DO_0000370456
2043,210,1,181,1,261,DO_0000370458
2044,210,1,2988,2,261,DO_0000370458
2045,210,1,2989,2,261,DO_0000370458
2046,210,1,3106,2,261,DO_0000370458
2047,210,1,3106,4,261,DO_0000370458
2048,210,1,3135,4,261,DO_0000370458
2049,210,1,3657,1,261,DO_0000370458
2050,210,1,3667,1,261,DO_0000370458
2051,211,1,13,1,261,DO_0000370609
2052,211,1,184,4,261,DO_0000370609
2053,218,1,4102,1,261,DO_0000370697
2054,225,1,1,2,261,DO_0000370710
2055,225,1,14,2,261,DO_0000370710
2056,225,1,2040,2,261,DO_0000370710
2057,225,1,2088,2,261,DO_0000370710
2058,225,1,2102,4,261,DO_0000370710
2059,225,1,2120,2,261,DO_0000370710
2060,225,1,2151,2,261,DO_0000370710
2061,225,1,2170,1,261,DO_0000370710
2062,225,1,2181,2,261,DO_0000370710
2063,225,1,2270,1,261,DO_0000370710
2064,225,1,2271,1,261,DO_0000370710
2065,225,1,2280,1,261,DO_0000370710
2066,225,1,2407,1,261,DO_0000370710
2067,225,1,2419,1,261,DO_0000370710
2068,225,1,2427,1,261,DO_0000370710
2069,225,1,2682,1,261,DO_0000370710
2070,225,1,2686,1,261,DO_0000370710
2071,225,1,3090,3,261,DO_0000370710
2072,225,1,3103,3,261,DO_0000370710
2073,225,1,3127,3,261,DO_0000370710
2074,225,1,3146,6,261,DO_0000370710
2075,225,1,3172,3,261,DO_0000370710
2076,252,1,13,2,261,DO_0000370754
2077,252,1,3654,12,261,DO_0000370754
2078,252,1,3666,12,261,DO_0000370754
2079,252,1,3741,3,261,DO_0000370754
2080,265,1,1982,1,261,DO_0000370782
2081,265,1,1992,1,261,DO_0000370782
2082,265,1,2124,1,261,DO_0000370782
2083,265,1,2138,1,261,DO_0000370782
2084,265,1,2151,1,261,DO_0000370782
2085,265,1,2162,1,261,DO_0000370782
2086,265,1,2176,1,261,DO_0000370782
2087,265,1,2177,1,261,DO_0000370782
2088,265,1,2180,1,261,DO_0000370782
2089,265,1,2181,1,261,DO_0000370782
2090,265,1,2331,1,261,DO_0000370782
2091,265,1,2402,1,261,DO_0000370782
2092,265,1,2414,1,261,DO_0000370782
2093,265,1,2419,1,261,DO_0000370782
2094,265,1,2530,1,261,DO_0000370782
2095,265,1,3146,3,261,DO_0000370782
2096,265,1,3683,3,261,DO_0000370782
2097,265,1,3693,1,261,DO_0000370782
2098,265,1,3762,3,261,DO_0000370782
2099,265,1,3765,3,261,DO_0000370782
2100,265,1,3772,3,261,DO_0000370782
2101,266,1,391,12,261,DO_0000370783
2102,269,1,1978,2,261,DO_0000370790
2103,269,1,1992,2,261,DO_0000370790
2104,269,1,2003,2,261,DO_0000370790
2105,269,1,2062,2,261,DO_0000370790
2106,269,1,2177,2,261,DO_0000370790
2107,269,1,2244,2,261,DO_0000370790
2108,269,1,2288,2,261,DO_0000370790
2109,269,1,2385,2,261,DO_0000370790
2110,269,1,2386,2,261,DO_0000370790
2111,269,1,2427,2,261,DO_0000370790
2112,269,1,2437,2,261,DO_0000370790
2113,271,1,3390,6,261,DO_0000370792
2114,272,1,2921,2,261,DO_0000370793
2115,306,1,646,1,261,DO_0000372941
2116,306,1,1012,1,261,DO_0000372941
2117,306,1,1073,1,261,DO_0000372941
2118,306,1,1257,1,261,DO_0000372941
2119,306,1,1298,1,261,DO_0000372941
2120,306,1,2970,1,261,DO_0000372941
2121,306,1,3394,1,261,DO_0000372941
2122,307,1,1707,1,261,DO_0000372942
2123,307,1,2364,2,261,DO_0000372942
2124,309,1,1,6,261,DO_0000372945
2125,311,1,13,1,261,DO_0000372948
2126,311,1,300,8,261,DO_0000372948
2127,311,1,2140,2,261,DO_0000372948
2128,311,1,2199,2,261,DO_0000372948
2129,311,1,2394,2,261,DO_0000372948
2130,311,1,3428,1,261,DO_0000372948
2131,311,1,3655,6,261,DO_0000372948
2132,311,1,3666,6,261,DO_0000372948
2133,311,1,3764,3,261,DO_0000372948
2134,317,1,1992,1,261,DO_0000372956
2135,317,1,2697,1,261,DO_0000372956
2136,319,1,2049,1,261,DO_0000372963
2137,319,1,2281,1,261,DO_0000372963
2138,319,1,2284,1,261,DO_0000372963
2139,319,1,2386,1,261,DO_0000372963
2140,319,1,2423,1,261,DO_0000372963
2141,320,1,13,1,261,DO_0000372967
2142,320,1,81,6,261,DO_0000372967
2143,320,1,91,6,261,DO_0000372967
2144,320,1,96,6,261,DO_0000372967
2145,320,1,3216,1,261,DO_0000372967
2146,320,1,3221,1,261,DO_0000372967
2147,320,1,3285,2,261,DO_0000372967
2148,320,1,3385,1,261,DO_0000372967
2149,320,1,3677,3,261,DO_0000372967
2150,320,1,3704,3,261,DO_0000372967
2151,320,1,3757,3,261,DO_0000372967
2152,320,1,3811,3,261,DO_0000372967
2153,320,1,3871,12,261,DO_0000372967
2154,327,1,4,6,261,DO_0000372981
2155,327,1,2017,2,261,DO_0000372981
2156,327,1,2055,2,261,DO_0000372981
2157,327,1,2102,1,261,DO_0000372981
2158,327,1,2120,1,261,DO_0000372981
2159,327,1,2151,1,261,DO_0000372981
2160,327,1,2230,1,261,DO_0000372981
2161,327,1,2248,1,261,DO_0000372981
2162,327,1,2269,1,261,DO_0000372981
2163,327,1,2270,1,261,DO_0000372981
2164,327,1,2305,1,261,DO_0000372981
2165,327,1,2458,1,261,DO_0000372981
2166,327,1,2730,2,261,DO_0000372981
2167,327,1,2734,2,261,DO_0000372981
2168,328,1,3172,6,261,DO_0000372982
2169,328,1,3221,1,261,DO_0000372982
2170,328,1,3759,9,261,DO_0000372982
2171,328,1,3764,9,261,DO_0000372982
2172,328,1,3773,3,261,DO_0000372982
2173,329,1,181,1,261,DO_0000372984
2174,329,1,2016,4,261,DO_0000372984
2175,329,1,2102,5,261,DO_0000372984
2176,331,1,2270,1,261,DO_0000372990
2177,331,1,2276,1,261,DO_0000372990
2178,331,1,3007,2,261,DO_0000372990
2179,331,1,3105,16,261,DO_0000372990
2180,331,1,3138,8,261,DO_0000372990
2181,331,1,3138,4,261,DO_0000372990
2182,322,1,184,4,262,DO_0000372971
2183,322,1,2029,4,262,DO_0000372971
2184,322,1,2043,2,262,DO_0000372971
2185,322,1,2102,2,262,DO_0000372971
2186,322,1,2124,2,262,DO_0000372971
2187,322,1,2144,2,262,DO_0000372971
2188,322,1,2155,2,262,DO_0000372971
2189,322,1,2225,2,262,DO_0000372971
2190,322,1,2230,2,262,DO_0000372971
2191,322,1,2653,1,262,DO_0000372971
2192,322,1,3095,6,262,DO_0000372971
2193,322,1,3124,10,262,DO_0000372971
2194,322,1,3146,6,262,DO_0000372971
2195,322,1,3175,6,262,DO_0000372971
2196,322,1,3232,2,262,DO_0000372971
2197,322,1,3681,9,262,DO_0000372971
2198,322,1,3684,6,262,DO_0000372971
2199,326,1,1992,1,262,DO_0000372979
2200,326,1,2138,1,262,DO_0000372979
2201,326,1,2244,1,262,DO_0000372979
2202,326,1,2250,1,262,DO_0000372979
2203,326,1,2298,1,262,DO_0000372979
2204,326,1,2311,1,262,DO_0000372979
2205,326,1,2320,1,262,DO_0000372979
2206,326,1,2346,1,262,DO_0000372979
2207,326,1,2370,1,262,DO_0000372979
2208,326,1,2400,1,262,DO_0000372979
2209,326,1,2490,1,262,DO_0000372979
2210,326,1,2520,1,262,DO_0000372979
2211,336,1,261,2,262,DO_0000373002
2212,336,1,324,2,262,DO_0000373002
2213,337,1,15,1,262,DO_0000373003
2214,337,1,1991,1,262,DO_0000373003
2215,337,1,2085,1,262,DO_0000373003
2216,337,1,2087,1,262,DO_0000373003
2217,337,1,3169,4,262,DO_0000373003
2218,337,1,3227,1,262,DO_0000373003
2219,337,1,3666,6,262,DO_0000373003
2220,337,1,3742,3,262,DO_0000373003
2221,337,1,3772,6,262,DO_0000373003
2222,337,1,3785,3,262,DO_0000373003
2223,342,1,1901,2,262,DO_0000373018
2224,342,1,1911,4,262,DO_0000373018
2225,343,1,163,6,262,DO_0000373022
2226,343,1,2085,1,262,DO_0000373022
2227,343,1,2299,1,262,DO_0000373022
2228,343,1,2384,1,262,DO_0000373022
2229,345,1,400,4,262,DO_0000373024
2230,345,1,3065,10,262,DO_0000373024
2231,345,1,3332,1,262,DO_0000373024
2232,345,1,3772,12,262,DO_0000373024
2233,347,1,17,6,262,DO_0000373030
2234,347,1,33,4,262,DO_0000373030
2235,347,1,1992,1,262,DO_0000373030
2236,347,1,2401,1,262,DO_0000373030
2237,347,1,3655,6,262,DO_0000373030
2238,347,1,3666,6,262,DO_0000373030
2239,347,1,3808,3,262,DO_0000373030
2240,348,1,181,1,262,DO_0000373034
2241,348,1,334,8,262,DO_0000373034
2242,348,1,2016,2,262,DO_0000373034
2243,348,1,2364,2,262,DO_0000373034
2244,348,1,3410,2,262,DO_0000373034
2245,349,1,2177,3,262,DO_0000373039
2246,349,1,2180,2,262,DO_0000373039
2247,349,1,2350,1,262,DO_0000373039
2248,349,1,3079,1,262,DO_0000373039
2249,349,1,3087,10,262,DO_0000373039
2250,349,1,3162,5,262,DO_0000373039
2251,349,1,3188,10,262,DO_0000373039
2252,351,1,250,6,262,DO_0000373042
2253,351,1,283,6,262,DO_0000373042
2254,351,1,298,6,262,DO_0000373042
2255,351,1,362,6,262,DO_0000373042
2256,351,1,2190,2,262,DO_0000373042
2257,351,1,2199,1,262,DO_0000373042
2258,351,1,2234,2,262,DO_0000373042
2259,351,1,2297,2,262,DO_0000373042
2260,351,1,2317,2,262,DO_0000373042
2261,351,1,2324,3,262,DO_0000373042
2262,351,1,2326,2,262,DO_0000373042
2263,351,1,2517,1,262,DO_0000373042
2264,351,1,2527,2,262,DO_0000373042
2265,351,1,3103,6,262,DO_0000373042
2266,351,1,3152,5,262,DO_0000373042
2267,351,1,3667,1,262,DO_0000373042
2268,351,1,3687,6,262,DO_0000373042
2269,351,1,3769,3,262,DO_0000373042
2270,351,1,3773,3,262,DO_0000373042
2271,351,1,3806,6,262,DO_0000373042
2272,352,1,3341,1,262,DO_0000373044
2273,352,1,3394,1,262,DO_0000373044
2274,352,1,3489,1,262,DO_0000373044
2275,352,1,3651,6,262,DO_0000373044
2276,352,1,3666,6,262,DO_0000373044
2277,352,1,3699,3,262,DO_0000373044
2278,352,1,3709,6,262,DO_0000373044
2279,354,1,3835,1,262,DO_0000373051
2280,358,1,2389,4,262,DO_0000373061
2281,358,1,2427,2,262,DO_0000373061
2282,358,1,3394,2,262,DO_0000373061
2283,358,1,3480,1,262,DO_0000373061
2284,358,1,3698,3,262,DO_0000373061
2285,358,1,3700,6,262,DO_0000373061
2286,358,1,3739,9,262,DO_0000373061
2287,358,1,3759,3,262,DO_0000373061
2288,358,1,3765,3,262,DO_0000373061
2289,358,1,3808,6,262,DO_0000373061
2290,360,1,31,6,262,DO_0000373064
2291,360,1,1982,1,262,DO_0000373064
2292,360,1,2002,1,262,DO_0000373064
2293,360,1,2016,3,262,DO_0000373064
2294,360,1,2085,1,262,DO_0000373064
2295,360,1,2099,1,262,DO_0000373064
2296,360,1,2120,1,262,DO_0000373064
2297,360,1,2138,1,262,DO_0000373064
2298,360,1,2151,1,262,DO_0000373064
2299,360,1,2176,1,262,DO_0000373064
2300,360,1,2270,1,262,DO_0000373064
2301,360,1,2292,1,262,DO_0000373064
2302,360,1,2314,1,262,DO_0000373064
2303,360,1,2317,1,262,DO_0000373064
2304,360,1,2383,1,262,DO_0000373064
2305,360,1,2401,1,262,DO_0000373064
2306,360,1,2437,1,262,DO_0000373064
2307,360,1,3070,3,262,DO_0000373064
2308,360,1,3090,3,262,DO_0000373064
2309,360,1,3146,3,262,DO_0000373064
2310,360,1,3655,6,262,DO_0000373064
2311,360,1,3666,6,262,DO_0000373064
2312,364,1,64,6,262,DO_0000373070
2313,364,1,1978,1,262,DO_0000373070
2314,364,1,1979,1,262,DO_0000373070
2315,364,1,2129,1,262,DO_0000373070
2316,364,1,2230,1,262,DO_0000373070
2317,364,1,3652,6,262,DO_0000373070
2318,364,1,3666,6,262,DO_0000373070
2319,364,1,3867,6,262,DO_0000373070
2320,364,1,3868,6,262,DO_0000373070
2321,368,1,78,6,262,DO_0000373081
2322,368,1,135,6,262,DO_0000373081
2323,368,1,349,6,262,DO_0000373081
2324,368,1,2002,1,262,DO_0000373081
2325,368,1,3079,2,262,DO_0000373081
2326,368,1,3107,3,262,DO_0000373081
2327,368,1,3139,3,262,DO_0000373081
2328,368,1,3146,3,262,DO_0000373081
2329,368,1,3652,6,262,DO_0000373081
2330,368,1,3666,6,262,DO_0000373081
2331,369,1,764,1,262,DO_0000373082
2332,369,1,1733,2,262,DO_0000373082
2333,369,1,1766,1,262,DO_0000373082
2334,369,1,3854,5,262,DO_0000373082
2335,370,1,181,1,262,DO_0000373085
2336,370,1,260,4,262,DO_0000373085
2337,370,1,1979,1,262,DO_0000373085
2338,370,1,2102,1,262,DO_0000373085
2339,370,1,2389,1,262,DO_0000373085
2340,370,1,2414,1,262,DO_0000373085
2341,370,1,3065,5,262,DO_0000373085
2342,370,1,3127,3,262,DO_0000373085
2343,370,1,3128,3,262,DO_0000373085
2344,370,1,3438,3,262,DO_0000373085
2345,370,1,3709,3,262,DO_0000373085
2346,370,1,3759,3,262,DO_0000373085
2347,370,1,3772,3,262,DO_0000373085
2348,372,1,300,8,262,DO_0000373088
2349,372,1,2044,1,262,DO_0000373088
2350,372,1,2124,1,262,DO_0000373088
2351,372,1,2160,4,262,DO_0000373088
2352,372,1,2385,1,262,DO_0000373088
2353,372,1,2389,1,262,DO_0000373088
2354,372,1,3072,6,262,DO_0000373088
2355,372,1,3093,3,262,DO_0000373088
2356,372,1,3139,6,262,DO_0000373088
2357,372,1,3140,6,262,DO_0000373088
2358,372,1,3146,6,262,DO_0000373088
2359,373,1,184,4,262,DO_0000373092
2360,373,1,2002,1,262,DO_0000373092
2361,373,1,2084,1,262,DO_0000373092
2362,373,1,2090,1,262,DO_0000373092
2363,373,1,2120,1,262,DO_0000373092
2364,373,1,2151,1,262,DO_0000373092
2365,373,1,2154,1,262,DO_0000373092
2366,373,1,2160,4,262,DO_0000373092
2367,373,1,2176,1,262,DO_0000373092
2368,373,1,2177,1,262,DO_0000373092
2369,373,1,2180,1,262,DO_0000373092
2370,373,1,2191,1,262,DO_0000373092
2371,373,1,2260,1,262,DO_0000373092
2372,373,1,2288,1,262,DO_0000373092
2373,373,1,2318,1,262,DO_0000373092
2374,373,1,2350,1,262,DO_0000373092
2375,373,1,2382,1,262,DO_0000373092
2376,373,1,2385,1,262,DO_0000373092
2377,373,1,2389,1,262,DO_0000373092
2378,373,1,2390,1,262,DO_0000373092
2379,373,1,2400,1,262,DO_0000373092
2380,373,1,2615,1,262,DO_0000373092
2381,373,1,3077,3,262,DO_0000373092
2382,373,1,3125,3,262,DO_0000373092
2383,373,1,3128,3,262,DO_0000373092
2384,374,1,2017,2,262,DO_0000373100
2385,374,1,2017,1,262,DO_0000373100
2386,374,1,2120,2,262,DO_0000373100
2387,374,1,2153,1,262,DO_0000373100
2388,374,1,2178,2,262,DO_0000373100
2389,374,1,2414,2,262,DO_0000373100
2390,374,1,2416,2,262,DO_0000373100
2391,374,1,2537,2,262,DO_0000373100
2392,374,1,3090,3,262,DO_0000373100
2393,374,1,3146,3,262,DO_0000373100
2394,375,1,112,3,262,DO_0000373101
2395,375,1,1978,1,262,DO_0000373101
2396,375,1,2002,1,262,DO_0000373101
2397,375,1,2177,1,262,DO_0000373101
2398,375,1,2190,1,262,DO_0000373101
2399,375,1,2234,1,262,DO_0000373101
2400,375,1,2320,1,262,DO_0000373101
2401,375,1,2408,1,262,DO_0000373101
2402,375,1,2437,1,262,DO_0000373101
2403,375,1,2585,6,262,DO_0000373101
2404,375,1,2834,2,262,DO_0000373101
2405,375,1,3146,3,262,DO_0000373101
2406,375,1,4035,2,262,DO_0000373101
2407,376,1,2042,3,262,DO_0000373106
2408,376,1,2085,1,262,DO_0000373106
2409,376,1,2091,1,262,DO_0000373106
2410,376,1,2104,1,262,DO_0000373106
2411,376,1,2126,1,262,DO_0000373106
2412,376,1,2161,4,262,DO_0000373106
2413,376,1,2184,1,262,DO_0000373106
2414,376,1,3090,3,262,DO_0000373106
2415,376,1,3103,6,262,DO_0000373106
2416,376,1,3146,6,262,DO_0000373106
2417,376,1,3172,6,262,DO_0000373106
2418,377,1,2060,3,262,DO_0000373122
2419,377,1,2156,1,262,DO_0000373122
2420,379,1,4,6,262,DO_0000373138
2421,379,1,17,6,262,DO_0000373138
2422,379,1,283,6,262,DO_0000373138
2423,379,1,338,6,262,DO_0000373138
2424,379,1,2120,1,262,DO_0000373138
