item_code,quantity,number_of_orders_that_use_that_quantity,demand_probability
12020440001,4,1,0.1111111111111111
12020458001,1,2,1.0
12020461001,1,2,0.6666666666666666
12020461001,4,1,0.3333333333333333
12020471001,1,1,1.0
12020473001,1,29,0.8055555555555556
12020473001,2,7,0.19444444444444445
12020485001,1,13,0.5652173913043478
12020485001,2,8,0.34782608695652173
12020485001,3,2,0.08695652173913043
12020498001,1,1,0.25
12020498001,2,2,0.5
12020498001,3,1,0.25
12020500001,1,6,0.8571428571428571
12020500001,2,1,0.14285714285714285
12020501001,1,1,0.5
12020501001,2,1,0.5
12020901001,1,4,0.6666666666666666
12020901001,3,2,0.3333333333333333
12020903001,2,2,1.0
12020914001,1,2,0.6666666666666666
12020914001,3,1,0.3333333333333333
12020920001,1,2,0.5
12020920001,3,1,0.25
12020920001,4,1,0.25
12020923001,1,5,1.0
12020925001,2,2,1.0
12020926001,2,2,0.6666666666666666
12020926001,8,1,0.3333333333333333
12020927001,1,2,0.3333333333333333
12020927001,2,2,0.3333333333333333
12020927001,3,1,0.16666666666666666
12020927001,4,1,0.16666666666666666
12020929001,1,1,1.0
12020946001,1,1,0.25
12020946001,2,2,0.5
12020946001,6,1,0.25
12020952001,1,1,1.0
12020955001,1,1,1.0
12020956001,1,1,1.0
12020957001,1,1,1.0
12020960001,1,2,0.6666666666666666
12020960001,5,1,0.3333333333333333
12020961001,1,2,0.6666666666666666
12020961001,3,1,0.3333333333333333
12020964001,2,3,1.0
12020965001,2,2,1.0
12020966001,2,2,1.0
12020969001,1,2,1.0
12020976001,1,1,1.0
12020979001,1,1,1.0
12020982001,2,1,1.0
12021020001,1,1,1.0
12021022001,1,2,1.0
12021028001,1,1,0.3333333333333333
12021028001,2,1,0.3333333333333333
12021028001,3,1,0.3333333333333333
12021036001,1,1,0.5
12021036001,2,1,0.5
12021042001,1,1,1.0
12021044001,1,1,1.0
12021045001,2,1,1.0
12021052001,2,1,1.0
12021064001,1,1,1.0
12021069001,1,1,1.0
12021094001,1,2,1.0
12021912001,1,2,1.0
12021923001,10,1,0.5
12021923001,12,1,0.5
12021969001,1,4,1.0
12021993001,5,1,1.0
12021994001,1,1,0.5
12021994001,2,1,0.5
12022005001,1,1,1.0
12022008001,1,1,1.0
12022027001,2,1,1.0
12022030001,1,1,1.0
12022034001,1,2,1.0
12022043001,1,5,0.8333333333333334
12022043001,2,1,0.16666666666666666
12022043002,1,2,1.0
12022047001,1,2,1.0
12022062001,1,1,1.0
12022064001,1,2,1.0
12022070001,3,1,1.0
12022079001,1,1,1.0
12022081001,1,1,1.0
12022084001,1,2,1.0
12022093003,1,3,1.0
12022096001,1,2,0.2857142857142857
12022096001,2,2,0.2857142857142857
12022096001,3,2,0.2857142857142857
12022096001,9,1,0.14285714285714285
12022100001,2,1,1.0
12022109001,1,2,0.5
12022109001,4,1,0.25
12022109001,6,1,0.25
12022114001,2,1,1.0
12022127001,1,1,1.0
12022128001,1,1,1.0
12022137001,1,1,1.0
12022153001,2,3,1.0
12022162001,2,2,1.0
12022167001,1,1,1.0
12022171001,2,2,1.0
12022177001,1,2,1.0
12022184001,1,2,1.0
12022224001,1,1,1.0
12022265001,4,1,1.0
12022275001,1,1,1.0
12023011001,10,1,1.0
12023015001,1,1,0.25
12023015001,2,1,0.25
12023015001,3,1,0.25
12023015001,5,1,0.25
12023020001,1,1,0.5
12023020001,10,1,0.5
12023022001,1,1,1.0
12023025001,1,1,0.09090909090909091
12023025001,2,6,0.5454545454545454
12023025001,4,3,0.2727272727272727
12023025001,12,1,0.09090909090909091
12023039001,1,1,1.0
12023067001,1,2,1.0
12023071001,1,2,1.0
12023079001,2,1,1.0
12023084001,2,3,0.42857142857142855
12023084001,4,3,0.42857142857142855
12023084001,6,1,0.14285714285714285
12023093001,1,1,1.0
12023094001,2,1,1.0
12023103001,2,1,1.0
12023108001,1,2,0.2222222222222222
12023108001,2,4,0.4444444444444444
12023108001,4,3,0.3333333333333333
12023115001,1,1,1.0
12023125001,1,1,1.0
12023143001,1,2,1.0
12023167001,2,2,1.0
12023184001,1,1,1.0
12023189001,1,1,1.0
12023195001,2,1,1.0
12023199001,1,2,1.0
12023202001,8,1,1.0
12023217001,1,2,0.6666666666666666
12023217001,2,1,0.3333333333333333
12023225001,1,1,1.0
12023227001,1,1,0.5
12023227001,3,1,0.5
12023263001,3,1,1.0
12023265001,1,1,1.0
12023273001,5,1,1.0
12023278001,2,1,1.0
12023279001,2,2,1.0
12023310001,2,2,1.0
12023330001,4,1,1.0
12023331001,2,7,0.7777777777777778
12023331001,4,1,0.1111111111111111
12023331001,6,1,0.1111111111111111
12023332001,2,1,1.0
12023393001,1,1,1.0
12023463001,1,2,1.0
12023995001,4,1,0.5
12023995001,12,1,0.5
12030001001,1,1,1.0
12030040001,1,1,1.0
12030086001,1,1,0.5
12030086001,3,1,0.5
12030737001,1,1,1.0
12030741001,1,2,1.0
12030992001,1,1,1.0
12031016001,1,1,1.0
12031127001,2,1,1.0
12032035001,1,1,1.0
12032043007,1,1,1.0
12032072001,1,1,1.0
12032076001,1,1,1.0
12032101001,1,1,1.0
12032121001,1,1,0.3333333333333333
12032121001,2,2,0.6666666666666666
12032224001,1,2,1.0
12032226001,1,2,0.6666666666666666
12032226001,3,1,0.3333333333333333
12032227001,1,3,1.0
12032228001,1,3,0.75
12032228001,3,1,0.25
12032524001,1,1,1.0
12032540001,1,2,1.0
12032541001,1,4,1.0
12032543001,1,2,0.6666666666666666
12032543001,2,1,0.3333333333333333
12033189001,1,1,1.0
12034001001,2,2,1.0
12034012001,3,3,1.0
12034014001,1,5,0.8333333333333334
12034014001,12,1,0.16666666666666666
12034025001,2,2,1.0
12034035001,1,2,1.0
12034036001,2,2,1.0
12034037001,2,19,0.6785714285714286
12034037001,4,9,0.32142857142857145
12034038001,1,3,1.0
12034051001,1,3,0.75
12034051001,2,1,0.25
12034053001,1,4,0.8
12034053001,2,1,0.2
12034055001,1,1,1.0
12034063001,2,1,1.0
12034067001,1,6,0.6
12034067001,2,3,0.3
12034067001,10,1,0.1
12034071001,1,1,0.5
12034071001,2,1,0.5
12034073001,2,1,1.0
12034075001,3,32,0.8648648648648649
12034075001,6,5,0.13513513513513514
12034085001,4,1,0.3333333333333333
12034085001,6,1,0.3333333333333333
12034085001,7,1,0.3333333333333333
12034086001,1,1,0.5
12034086001,10,1,0.5
12034087001,1,1,1.0
12034088001,1,2,0.6666666666666666
12034088001,8,1,0.3333333333333333
12034094001,1,2,0.3333333333333333
12034094001,3,2,0.3333333333333333
12034094001,8,2,0.3333333333333333
12034095001,1,1,0.3333333333333333
12034095001,2,1,0.3333333333333333
12034095001,3,1,0.3333333333333333
12034097001,1,3,0.75
12034097001,2,1,0.25
12034100001,1,1,0.5
12034100001,2,1,0.5
12034103001,2,1,1.0
12034104001,1,4,0.5714285714285714
12034104001,2,2,0.2857142857142857
12034104001,10,1,0.14285714285714285
12034126001,1,1,1.0
12034154001,1,3,1.0
12034167001,1,1,1.0
12034171001,1,1,1.0
12034172001,1,1,1.0
12034201001,1,4,1.0
12034211001,1,3,1.0
12034240001,2,1,1.0
12034999001,1,1,1.0
12100002001,2,10,1.0
12100003001,2,18,0.8571428571428571
12100003001,4,3,0.14285714285714285
12100007001,1,1,1.0
12100008001,1,2,0.6666666666666666
12100008001,2,1,0.3333333333333333
12100009001,1,2,0.5
12100009001,2,1,0.25
12100009001,10,1,0.25
12100011001,2,26,0.7878787878787878
12100011001,4,3,0.09090909090909091
12100011001,6,3,0.09090909090909091
12100011001,16,1,0.030303030303030304
12100012001,2,12,0.9230769230769231
12100012001,4,1,0.07692307692307693
12100013001,1,1,0.03225806451612903
12100013001,2,23,0.7419354838709677
12100013001,3,1,0.03225806451612903
12100013001,4,5,0.16129032258064516
12100013001,8,1,0.03225806451612903
12100017001,2,1,1.0
12100018001,2,10,0.9090909090909091
12100018001,10,1,0.09090909090909091
12100019001,2,1,1.0
12100020001,2,4,1.0
12100023001,2,17,0.85
12100023001,4,2,0.1
12100023001,8,1,0.05
12100026001,3,39,0.6190476190476191
12100026001,6,16,0.25396825396825395
12100026001,9,2,0.031746031746031744
12100026001,12,3,0.047619047619047616
12100026001,18,2,0.031746031746031744
12100026001,24,1,0.015873015873015872
12100027001,3,16,0.64
12100027001,6,7,0.28
12100027001,9,1,0.04
12100027001,15,1,0.04
12100028001,2,14,0.7368421052631579
12100028001,4,4,0.21052631578947367
12100028001,6,1,0.05263157894736842
12100036001,1,2,0.5
12100036001,2,1,0.25
12100036001,10,1,0.25
12100039001,1,127,0.8639455782312925
12100039001,2,15,0.10204081632653061
12100039001,3,3,0.02040816326530612
12100039001,5,1,0.006802721088435374
12100039001,6,1,0.006802721088435374
12100040001,2,8,0.8
12100040001,4,1,0.1
12100040001,8,1,0.1
12100042001,1,1,1.0
12100043001,1,2,0.5
12100043001,2,2,0.5
12100046001,2,13,0.8125
12100046001,4,3,0.1875
12100049001,1,6,0.6666666666666666
12100049001,2,3,0.3333333333333333
12100051001,1,7,0.875
12100051001,3,1,0.125
12100054001,1,1,0.25
12100054001,2,3,0.75
12100055001,1,3,1.0
12100056001,2,3,1.0
12100059001,2,2,0.5
12100059001,4,2,0.5
12100061001,2,2,1.0
12100069001,1,3,0.375
12100069001,2,3,0.375
12100069001,3,1,0.125
12100069001,7,1,0.125
12100078001,1,2,0.6666666666666666
12100078001,2,1,0.3333333333333333
12100091001,1,6,0.8571428571428571
12100091001,2,1,0.14285714285714285
12100092001,1,2,0.5
12100092001,2,1,0.25
12100092001,3,1,0.25
12100093001,1,4,1.0
12100101001,1,3,0.5
12100101001,2,1,0.16666666666666666
12100101001,3,1,0.16666666666666666
12100101001,5,1,0.16666666666666666
12100102001,1,3,0.6
12100102001,4,1,0.2
12100102001,5,1,0.2
12100103001,2,5,0.8333333333333334
12100103001,4,1,0.16666666666666666
12100911001,1,1,1.0
12101001002,6,1,1.0
12101003001,1,12,0.8571428571428571
12101003001,2,1,0.07142857142857142
12101003001,3,1,0.07142857142857142
12101004001,1,9,0.3333333333333333
12101004001,2,12,0.4444444444444444
12101004001,3,4,0.14814814814814814
12101004001,4,1,0.037037037037037035
12101004001,9,1,0.037037037037037035
12101005001,1,5,1.0
12101009001,1,2,1.0
12101010001,3,6,0.8571428571428571
12101010001,12,1,0.14285714285714285
12101016001,1,4,0.8
12101016001,2,1,0.2
12101018001,1,1,1.0
12101020001,3,2,0.4
12101020001,6,1,0.2
12101020001,12,1,0.2
12101020001,15,1,0.2
12101032001,1,1,1.0
12101033001,1,6,0.8571428571428571
12101033001,2,1,0.14285714285714285
12101040001,1,4,0.6666666666666666
12101040001,2,1,0.16666666666666666
12101040001,3,1,0.16666666666666666
12101040002,1,3,0.75
12101040002,2,1,0.25
12101042001,2,6,0.8571428571428571
12101042001,4,1,0.14285714285714285
12101043001,2,8,0.8
12101043001,4,2,0.2
12102002001,1,1,0.25
12102002001,2,2,0.5
12102002001,3,1,0.25
12102003001,3,1,1.0
12102005001,3,6,0.6666666666666666
12102005001,6,3,0.3333333333333333
12102006001,2,3,0.6
12102006001,4,2,0.4
12102008001,1,29,0.9354838709677419
12102008001,2,2,0.06451612903225806
12102010001,1,5,0.7142857142857143
12102010001,2,2,0.2857142857142857
12102013001,2,10,0.625
12102013001,4,5,0.3125
12102013001,6,1,0.0625
12102014001,1,2,1.0
12102016001,1,4,0.4444444444444444
12102016001,3,1,0.1111111111111111
12102016001,4,2,0.2222222222222222
12102016001,6,1,0.1111111111111111
12102016001,7,1,0.1111111111111111
12102020001,1,8,0.8888888888888888
12102020001,2,1,0.1111111111111111
12102021001,2,2,1.0
12102022001,1,2,1.0
12102024001,1,2,0.5
12102024001,2,1,0.25
12102024001,6,1,0.25
12102026001,1,7,0.7777777777777778
12102026001,2,2,0.2222222222222222
12102027001,1,3,0.42857142857142855
12102027001,2,2,0.2857142857142857
12102027001,5,1,0.14285714285714285
12102027001,7,1,0.14285714285714285
12102029001,1,4,0.8
12102029001,2,1,0.2
12102030001,1,3,1.0
12102031001,2,5,1.0
12102033001,1,2,0.6666666666666666
12102033001,2,1,0.3333333333333333
12102035001,1,6,0.5454545454545454
12102035001,2,4,0.36363636363636365
12102035001,3,1,0.09090909090909091
12102038001,1,1,1.0
12102040001,1,5,0.5
12102040001,2,4,0.4
12102040001,4,1,0.1
12102041001,1,4,0.8
12102041001,2,1,0.2
12102042001,1,3,0.5
12102042001,2,3,0.5
12102046001,1,2,1.0
12102047001,1,1,0.5
12102047001,2,1,0.5
12102048001,2,12,0.9230769230769231
12102048001,4,1,0.07692307692307693
12102053001,1,1,0.08333333333333333
12102053001,3,11,0.9166666666666666
12102055001,1,1,0.05
12102055001,2,18,0.9
12102055001,4,1,0.05
12102056001,1,3,0.375
12102056001,2,2,0.25
12102056001,3,2,0.25
12102056001,6,1,0.125
12102057001,2,14,0.7777777777777778
12102057001,4,4,0.2222222222222222
12102058001,1,5,0.45454545454545453
12102058001,2,4,0.36363636363636365
12102058001,3,1,0.09090909090909091
12102058001,6,1,0.09090909090909091
12102059001,1,12,1.0
12102060001,2,1,0.25
12102060001,4,1,0.25
12102060001,8,1,0.25
12102060001,10,1,0.25
12102067001,1,5,1.0
12102075001,1,3,0.6
12102075001,2,1,0.2
12102075001,30,1,0.2
12102080001,1,25,0.8333333333333334
12102080001,2,5,0.16666666666666666
12102082001,1,8,0.8888888888888888
12102082001,2,1,0.1111111111111111
12102086001,1,34,0.8947368421052632
12102086001,2,3,0.07894736842105263
12102086001,5,1,0.02631578947368421
12102087001,1,7,0.6363636363636364
12102087001,2,4,0.36363636363636365
12102090001,2,17,0.85
12102090001,6,3,0.15
12102091001,1,4,0.8
12102091001,2,1,0.2
12102092001,1,1,1.0
12102095001,1,3,0.039473684210526314
12102095001,2,68,0.8947368421052632
12102095001,4,4,0.05263157894736842
12102095001,6,1,0.013157894736842105
12102097001,1,3,1.0
12102100001,1,1,1.0
12102101001,1,4,0.8
12102101001,5,1,0.2
12102105001,1,9,0.8181818181818182
12102105001,3,2,0.18181818181818182
12102106001,2,22,0.88
12102106001,4,3,0.12
12102107001,1,1,1.0
12102108001,6,1,1.0
12102109001,1,9,1.0
12102112001,1,14,0.9333333333333333
12102112001,3,1,0.06666666666666667
12102112002,1,4,0.8
12102112002,2,1,0.2
12102113001,1,2,1.0
12102114001,1,1,1.0
12102116001,1,6,0.6
12102116001,2,4,0.4
12102118001,1,1,0.5
12102118001,2,1,0.5
12102122001,1,1,0.5
12102122001,2,1,0.5
12102123001,1,1,1.0
12102132001,1,3,0.6
12102132001,2,2,0.4
12102133002,1,2,1.0
12102134001,1,2,0.5
12102134001,2,1,0.25
12102134001,4,1,0.25
12102136001,1,3,0.5
12102136001,2,3,0.5
12102140001,2,68,0.8607594936708861
12102140001,4,9,0.11392405063291139
12102140001,6,1,0.012658227848101266
12102140001,12,1,0.012658227848101266
12102141001,1,1,1.0
12102142001,1,2,0.07142857142857142
12102142001,2,24,0.8571428571428571
12102142001,4,2,0.07142857142857142
12102144001,1,3,1.0
12102146001,1,2,1.0
12102150001,1,3,0.6
12102150001,2,2,0.4
12102151001,1,1,0.3333333333333333
12102151001,2,2,0.6666666666666666
12102152001,1,21,0.6774193548387096
12102152001,2,5,0.16129032258064516
12102152001,3,2,0.06451612903225806
12102152001,4,2,0.06451612903225806
12102152001,6,1,0.03225806451612903
12102153001,1,5,0.8333333333333334
12102153001,2,1,0.16666666666666666
12102154001,1,6,0.8571428571428571
12102154001,2,1,0.14285714285714285
12102996001,1,5,0.7142857142857143
12102996001,2,1,0.14285714285714285
12102996001,3,1,0.14285714285714285
12102997001,1,1,0.25
12102997001,2,1,0.25
12102997001,12,1,0.25
12102997001,38,1,0.25
12102998001,1,1,1.0
12102999001,1,1,1.0
12103003001,12,1,1.0
12103004001,1,9,0.75
12103004001,2,3,0.25
12103005001,1,1,1.0
12103008001,1,40,0.8888888888888888
12103008001,2,4,0.08888888888888889
12103008001,3,1,0.022222222222222223
12103011001,3,8,0.6666666666666666
12103011001,6,3,0.25
12103011001,18,1,0.08333333333333333
12103012001,2,2,0.4
12103012001,4,3,0.6
12103013001,2,1,1.0
12103016001,2,7,0.875
12103016001,4,1,0.125
12103019001,1,2,1.0
12103020001,4,2,0.6666666666666666
12103020001,12,1,0.3333333333333333
12103021001,3,1,1.0
12103024001,3,8,0.8
12103024001,6,2,0.2
12103025001,3,5,0.5
12103025001,6,3,0.3
12103025001,12,1,0.1
12103025001,24,1,0.1
12103026001,4,7,0.7
12103026001,8,3,0.3
12103027001,1,1,0.018867924528301886
12103027001,5,1,0.018867924528301886
12103027001,6,38,0.7169811320754716
12103027001,12,11,0.20754716981132076
12103027001,18,1,0.018867924528301886
12103027001,24,1,0.018867924528301886
12103029001,3,4,0.6666666666666666
12103029001,6,1,0.16666666666666666
12103029001,9,1,0.16666666666666666
12103030001,4,22,0.7586206896551724
12103030001,8,6,0.20689655172413793
12103030001,20,1,0.034482758620689655
12103031001,1,4,0.6666666666666666
12103031001,2,2,0.3333333333333333
12103036001,3,2,0.6666666666666666
12103036001,6,1,0.3333333333333333
12103039001,1,2,0.6666666666666666
12103039001,2,1,0.3333333333333333
12103040001,1,4,0.6666666666666666
12103040001,3,2,0.3333333333333333
12103041001,3,2,0.4
12103041001,6,1,0.2
12103041001,9,1,0.2
12103041001,36,1,0.2
12103047001,3,4,1.0
12103048001,3,9,0.9
12103048001,9,1,0.1
12103049001,1,1,0.5
12103049001,4,1,0.5
12103050001,1,2,0.5
12103050001,2,1,0.25
12103050001,4,1,0.25
12103052001,2,2,1.0
12103053001,2,2,1.0
12103060001,5,10,0.9090909090909091
12103060001,10,1,0.09090909090909091
12103064001,2,1,1.0
12103066001,1,1,1.0
12103069001,1,1,0.5
12103069001,2,1,0.5
12103070001,1,3,1.0
12103072001,1,1,0.5
12103072001,2,1,0.5
12103073001,1,4,0.8
12103073001,2,1,0.2
12103075001,1,12,1.0
12103080001,3,3,0.75
12103080001,6,1,0.25
12103081001,36,1,1.0
12103083001,12,1,1.0
12103089001,3,6,1.0
12103091001,2,1,1.0
12103093001,1,6,0.6666666666666666
12103093001,2,1,0.1111111111111111
12103093001,3,1,0.1111111111111111
12103093001,4,1,0.1111111111111111
12103097001,1,1,1.0
12103098001,3,2,1.0
12103099001,3,4,1.0
12103101001,1,9,0.8181818181818182
12103101001,2,1,0.09090909090909091
12103101001,3,1,0.09090909090909091
12103105001,3,2,0.2
12103105001,6,7,0.7
12103105001,24,1,0.1
12103112001,6,4,0.8
12103112001,12,1,0.2
12103117001,3,3,1.0
12103125001,1,9,0.8181818181818182
12103125001,2,2,0.18181818181818182
12103126001,2,1,1.0
12103127001,2,1,1.0
12103132001,2,1,0.5
12103132001,5,1,0.5
12103134001,3,2,0.6666666666666666
12103134001,6,1,0.3333333333333333
12103135001,2,1,1.0
12103139001,2,1,1.0
12103144001,2,6,0.6666666666666666
12103144001,4,3,0.3333333333333333
12103146001,1,1,1.0
12103147001,2,1,1.0
12103150001,1,4,1.0
12103154001,8,1,1.0
12103155001,2,2,1.0
12103156001,2,1,1.0
12103160001,2,3,0.75
12103160001,4,1,0.25
12103170001,3,7,0.7777777777777778
12103170001,9,2,0.2222222222222222
12103174001,3,1,0.5
12103174001,6,1,0.5
12103179001,1,1,1.0
12103183001,3,4,1.0
12103899001,3,1,0.3333333333333333
12103899001,6,1,0.3333333333333333
12103899001,12,1,0.3333333333333333
12104001001,1,3,0.75
12104001001,3,1,0.25
12104002001,3,3,1.0
12104003001,4,22,0.6470588235294118
12104003001,8,5,0.14705882352941177
12104003001,20,2,0.058823529411764705
12104003001,32,1,0.029411764705882353
12104003001,44,2,0.058823529411764705
12104003001,48,1,0.029411764705882353
12104003001,92,1,0.029411764705882353
12104005001,1,1,1.0
12104006001,1,1,1.0
12104011001,3,8,0.8
12104011001,6,1,0.1
12104011001,12,1,0.1
12104012001,1,1,1.0
12104013001,1,2,0.6666666666666666
12104013001,2,1,0.3333333333333333
12104015001,3,1,0.5
12104015001,6,1,0.5
12104021001,4,12,0.8571428571428571
12104021001,8,2,0.14285714285714285
12104027001,1,1,1.0
12104027002,1,1,0.5
12104027002,5,1,0.5
12104032001,1,2,1.0
12104034001,1,1,1.0
12104040001,1,1,1.0
12104042001,2,2,1.0
12104046001,2,1,0.25
12104046001,4,3,0.75
12104047001,1,1,1.0
12104050001,1,2,0.4
12104050001,2,2,0.4
12104050001,5,1,0.2
12104051001,1,1,0.3333333333333333
12104051001,2,1,0.3333333333333333
12104051001,6,1,0.3333333333333333
12104900001,4,2,1.0
12104906001,2,7,1.0
12105001001,1,9,0.5625
12105001001,2,6,0.375
12105001001,5,1,0.0625
12105002001,1,1,1.0
12105005001,2,2,0.6666666666666666
12105005001,4,1,0.3333333333333333
12105006001,1,2,0.25
12105006001,2,3,0.375
12105006001,3,2,0.25
12105006001,4,1,0.125
12105009001,1,31,0.6326530612244898
12105009001,2,11,0.22448979591836735
12105009001,3,2,0.04081632653061224
12105009001,4,1,0.02040816326530612
12105009001,5,1,0.02040816326530612
12105009001,6,3,0.061224489795918366
12105010001,1,3,1.0
12105011001,1,8,0.8
12105011001,2,1,0.1
12105011001,4,1,0.1
12105012001,1,2,0.6666666666666666
12105012001,2,1,0.3333333333333333
12105013001,1,4,1.0
12105014001,1,2,0.6666666666666666
12105014001,2,1,0.3333333333333333
12105017001,1,1,1.0
12105018001,1,2,1.0
12105019001,4,1,1.0
12105021001,1,4,0.6666666666666666
12105021001,2,1,0.16666666666666666
12105021001,3,1,0.16666666666666666
12105023001,1,2,1.0
12105025001,1,2,1.0
12105026001,1,1,1.0
12105027001,1,1,1.0
12105029001,1,3,1.0
12105032001,1,2,1.0
12105034001,1,22,0.7096774193548387
12105034001,2,5,0.16129032258064516
12105034001,3,3,0.0967741935483871
12105034001,4,1,0.03225806451612903
12105036001,2,1,1.0
12105037001,1,1,0.5
12105037001,6,1,0.5
12105043001,1,3,0.75
12105043001,2,1,0.25
12105043002,1,12,1.0
12105044001,1,5,1.0
12105045001,1,21,0.875
12105045001,2,1,0.041666666666666664
12105045001,5,2,0.08333333333333333
12105046001,1,2,1.0
12105047001,1,4,1.0
12105049001,1,16,0.8
12105049001,2,3,0.15
12105049001,3,1,0.05
12105051001,1,1,0.2
12105051001,2,3,0.6
12105051001,4,1,0.2
12105051002,1,3,0.75
12105051002,2,1,0.25
12105053001,1,7,0.7
12105053001,2,2,0.2
12105053001,3,1,0.1
12105055001,1,5,1.0
12105058001,1,6,0.8571428571428571
12105058001,2,1,0.14285714285714285
12105059001,1,7,1.0
12105061001,1,2,1.0
12105063001,1,4,0.6666666666666666
12105063001,2,2,0.3333333333333333
12105066001,1,9,0.6923076923076923
12105066001,2,1,0.07692307692307693
12105066001,3,3,0.23076923076923078
12105067001,1,13,0.7647058823529411
12105067001,2,4,0.23529411764705882
12105068001,1,6,0.8571428571428571
12105068001,3,1,0.14285714285714285
12105070001,1,5,0.8333333333333334
12105070001,2,1,0.16666666666666666
12105071001,1,2,0.6666666666666666
12105071001,2,1,0.3333333333333333
12105072001,1,6,0.8571428571428571
12105072001,4,1,0.14285714285714285
12105908001,1,6,1.0
12106001001,2,8,0.18181818181818182
12106001001,4,24,0.5454545454545454
12106001001,6,2,0.045454545454545456
12106001001,12,2,0.045454545454545456
12106001001,16,3,0.06818181818181818
12106001001,20,2,0.045454545454545456
12106001001,24,3,0.06818181818181818
12106002001,1,2,1.0
12106003001,1,2,1.0
12106004001,1,1,0.2
12106004001,2,3,0.6
12106004001,5,1,0.2
12106005001,1,1,1.0
12106006001,1,14,0.5833333333333334
12106006001,2,7,0.2916666666666667
12106006001,3,3,0.125
12106007001,1,2,0.6666666666666666
12106007001,2,1,0.3333333333333333
12106011001,6,6,0.8571428571428571
12106011001,12,1,0.14285714285714285
12106012001,1,3,0.75
12106012001,2,1,0.25
12106013001,1,13,0.7647058823529411
12106013001,2,4,0.23529411764705882
12106014001,1,3,1.0
12106016002,1,7,0.5833333333333334
12106016002,2,4,0.3333333333333333
12106016002,5,1,0.08333333333333333
12106019001,1,10,0.9090909090909091
12106019001,4,1,0.09090909090909091
12106020001,1,9,0.75
12106020001,2,2,0.16666666666666666
12106020001,4,1,0.08333333333333333
12106026001,1,12,0.9230769230769231
12106026001,3,1,0.07692307692307693
12106027001,1,1,0.5
12106027001,10,1,0.5
12106028001,1,25,0.6944444444444444
12106028001,2,5,0.1388888888888889
12106028001,3,2,0.05555555555555555
12106028001,4,1,0.027777777777777776
12106028001,6,2,0.05555555555555555
12106028001,8,1,0.027777777777777776
12106029001,1,1,0.5
12106029001,2,1,0.5
12106030001,2,5,0.21739130434782608
12106030001,4,10,0.43478260869565216
12106030001,8,5,0.21739130434782608
12106030001,12,2,0.08695652173913043
12106030001,24,1,0.043478260869565216
12106031001,1,3,1.0
12106034001,1,1,1.0
12106035001,1,4,1.0
12106036002,1,1,1.0
12106038001,1,4,0.6666666666666666
12106038001,2,1,0.16666666666666666
12106038001,3,1,0.16666666666666666
12106039001,1,8,0.8888888888888888
12106039001,2,1,0.1111111111111111
12106040001,1,1,0.5
12106040001,3,1,0.5
12106043001,1,13,0.9285714285714286
12106043001,4,1,0.07142857142857142
12106044001,1,14,0.8235294117647058
12106044001,2,2,0.11764705882352941
12106044001,4,1,0.058823529411764705
12106047001,1,1,1.0
12106055001,1,2,0.6666666666666666
12106055001,2,1,0.3333333333333333
12106056001,1,4,0.8
12106056001,2,1,0.2
12106061001,1,4,0.8
12106061001,2,1,0.2
12106063001,1,2,0.5
12106063001,2,2,0.5
12106064001,1,9,0.6428571428571429
12106064001,2,2,0.14285714285714285
12106064001,3,3,0.21428571428571427
12106066001,1,1,1.0
12106067001,1,5,0.5
12106067001,2,3,0.3
12106067001,3,1,0.1
12106067001,4,1,0.1
12106068001,1,1,1.0
12106070001,1,4,1.0
12106073001,1,3,0.75
12106073001,3,1,0.25
12106075001,1,2,0.5
12106075001,3,1,0.25
12106075001,10,1,0.25
12106085001,1,1,1.0
12106086001,1,7,0.875
12106086001,3,1,0.125
12106087001,1,3,0.6
12106087001,2,2,0.4
12106088001,1,1,0.5
12106088001,2,1,0.5
12106089001,1,1,0.5
12106089001,3,1,0.5
12106091001,1,1,0.5
12106091001,2,1,0.5
12106097001,1,21,0.8076923076923077
12106097001,2,3,0.11538461538461539
12106097001,3,2,0.07692307692307693
12106098001,1,5,1.0
12106101001,1,3,1.0
12106105001,1,97,0.708029197080292
12106105001,2,24,0.17518248175182483
12106105001,3,9,0.06569343065693431
12106105001,4,7,0.051094890510948905
12106107001,1,1,0.16666666666666666
12106107001,2,4,0.6666666666666666
12106107001,6,1,0.16666666666666666
12106109002,1,1,1.0
12106112001,3,1,0.5
12106112001,6,1,0.5
12106113001,3,2,1.0
12106999001,1,3,0.75
12106999001,2,1,0.25
12107002001,2,1,1.0
12110003001,1,2,1.0
12110015001,1,2,0.5
12110015001,2,1,0.25
12110015001,3,1,0.25
12110016001,2,2,1.0
12110018001,1,3,1.0
12110022001,1,10,0.8333333333333334
12110022001,2,2,0.16666666666666666
12110028001,1,6,0.6666666666666666
12110028001,2,2,0.2222222222222222
12110028001,12,1,0.1111111111111111
12110029001,1,3,0.6
12110029001,3,2,0.4
12110037001,1,3,1.0
12110058001,1,2,1.0
12110059001,1,1,0.5
12110059001,2,1,0.5
12110068001,1,1,0.3333333333333333
12110068001,2,2,0.6666666666666666
12110074001,1,2,1.0
12111003001,1,1,1.0
12111010004,1,1,1.0
12111014001,1,2,1.0
12111030001,1,6,0.75
12111030001,2,2,0.25
12111034001,4,1,1.0
12111074001,1,3,0.6
12111074001,2,2,0.4
12112002001,1,4,0.5
12112002001,2,2,0.25
12112002001,3,1,0.125
