pod_id,sku,limit_qty,current_qty,threshold
280,345,999,999,5
280,920,999,999,5
280,736,999,999,5
280,710,999,999,5
280,884,999,999,5
281,602,999,999,5
281,520,999,999,5
281,934,999,999,5
281,28,999,999,5
281,987,999,999,5
282,146,999,999,5
282,558,999,999,5
282,807,999,999,5
282,428,999,999,5
282,270,999,999,5
283,900,999,999,5
283,583,999,999,5
283,777,999,999,5
283,626,999,999,5
283,415,999,999,5
284,849,999,999,5
284,388,999,999,5
284,560,999,999,5
284,889,999,999,5
284,750,999,999,5
285,664,999,999,5
285,833,999,999,5
285,547,999,999,5
285,594,999,999,5
285,739,999,999,5
286,180,999,999,5
286,51,999,999,5
286,492,999,999,5
286,498,999,999,5
286,969,999,999,5
287,67,999,999,5
287,737,999,999,5
287,825,999,999,5
287,634,999,999,5
287,940,999,999,5
288,48,999,999,5
288,8,999,999,5
288,961,999,999,5
288,683,999,999,5
288,615,999,999,5
289,901,999,999,5
289,467,999,999,5
289,967,999,999,5
289,142,999,999,5
289,169,999,999,5
290,753,999,999,5
290,788,999,999,5
290,153,999,999,5
290,783,999,999,5
290,129,999,999,5
291,684,999,999,5
291,138,999,999,5
291,616,999,999,5
291,347,999,999,5
291,472,999,999,5
292,590,999,999,5
292,242,999,999,5
292,288,999,999,5
292,923,999,999,5
292,114,999,999,5
293,933,999,999,5
293,6,999,999,5
293,343,999,999,5
293,0,999,999,5
293,221,999,999,5
294,123,999,999,5
294,578,999,999,5
294,430,999,999,5
294,929,999,999,5
294,612,999,999,5
295,938,999,999,5
295,383,999,999,5
295,514,999,999,5
295,730,999,999,5
295,847,999,999,5
296,269,999,999,5
296,310,999,999,5
296,239,999,999,5
296,446,999,999,5
296,886,999,999,5
297,325,999,999,5
297,487,999,999,5
297,29,999,999,5
297,189,999,999,5
297,962,999,999,5
298,538,999,999,5
298,830,999,999,5
298,881,999,999,5
298,150,999,999,5
298,960,999,999,5
299,370,999,999,5
299,845,999,999,5
299,217,999,999,5
299,575,999,999,5
299,999,999,999,5
300,403,999,999,5
300,880,999,999,5
300,321,999,999,5
300,264,999,999,5
300,281,999,999,5
